X,Y,,,,,,value
-9,40,,,,,,Fail
-16,39,,,,,,Fail
24,39,,,,,,Fail
8,38,,,,,,Fail
-12,38,,,,,,Fail
-15,38,,,,,,Fail
-1,37,,,,,,Fail
12,37,,,,,,Fail
18,37,,,,,,Fail
6,36,,,,,,Fail
-12,36,,,,,,Fail
-16,35,,,,,,Fail
30,35,,,,,,Fail
23,34,,,,,,Fail
10,34,,,,,,Fail
8,34,,,,,,Fail
-1,33,,,,,,Fail
13,33,,,,,,Fail
24,33,,,,,,Fail
4,32,,,,,,Fail
-10,31,,,,,,Fail
-2,31,,,,,,Fail
22,31,,,,,,Fail
3,30,,,,,,Fail
16,29,,,,,,Fail
30,29,,,,,,Fail
20,28,,,,,,Fail
-9,28,,,,,,Fail
-20,28,,,,,,Fail
17,27,,,,,,Fail
7,26,,,,,,Fail
-20,25,,,,,,Fail
-19,25,,,,,,Fail
-14,25,,,,,,Fail
-13,25,,,,,,Fail
3,25,,,,,,Fail
16,25,,,,,,Fail
3,24,,,,,,Fail
-20,24,,,,,,Fail
-12,23,,,,,,Pass
-9,23,,,,,,Fail
-2,23,,,,,,Fail
29,23,,,,,,Fail
13,22,,,,,,Pass
-1,22,,,,,,Fail
-12,22,,,,,,Fail
-13,22,,,,,,Fail
-19,21,,,,,,Fail
5,21,,,,,,Fail
17,21,,,,,,Fail
26,21,,,,,,Pass
27,21,,,,,,Pass
28,21,,,,,,Fail
30,21,,,,,,Fail
31,21,,,,,,Fail
-5,20,,,,,,Fail
-18,20,,,,,,Fail
-4,19,,,,,,Fail
23,19,,,,,,Fail
15,18,,,,,,Fail
23,17,,,,,,Fail
28,17,,,,,,Fail
21,16,,,,,,Fail
-17,16,,,,,,Fail
11,15,,,,,,Fail
16,14,,,,,,Fail
20,13,,,,,,Pass
21,13,,,,,,Fail
28,13,,,,,,Fail
-9,12,,,,,,Fail
-12,12,,,,,,Fail
-8,11,,,,,,Fail
21,11,,,,,,Fail
20,10,,,,,,Fail
15,10,,,,,,Fail
4,10,,,,,,Fail
-9,10,,,,,,Fail
-13,10,,,,,,Fail
-14,10,,,,,,Fail
-14,9,,,,,,Fail
-8,9,,,,,,Fail
23,8,,,,,,Fail
-9,8,,,,,,Fail
-12,7,,,,,,Fail
22,7,,,,,,Fail
23,7,,,,,,Fail
12,6,,,,,,Fail
-4,6,,,,,,Fail
-10,6,,,,,,Fail
-11,6,,,,,,Fail
3,4,,,,,,Fail
11,2,,,,,,Fail
-4,2,,,,,,Fail
8,0,,,,,,Fail
4,0,,,,,,Fail
